serial,year,asecwt,nchild,ftotval
21206,2022,2557.39,3,42000
21208,2022,1974.14,1,120000
21209,2022,5626.26,0,31000
21210,2022,2196.39,2,212710
21211,2022,4136.1,0,45000
21212,2022,4433.22,0,49054
21213,2022,3747.11,0,15334
21214,2022,2354.79,3,115000
21215,2022,1908.76,1,110160
21216,2022,4075.61,0,40093
21217,2022,1804.86,0,185140
21219,2022,3077.03,0,69150
21221,2022,2473.16,1,40511
21224,2022,2879.75,0,32441
21225,2022,2171.24,2,421015
21226,2022,2218.89,1,305182
21227,2022,2182.34,2,156226
21228,2022,2186.29,1,140778
21230,2022,3699.7,1,61338
21231,2022,2191.74,2,167218
21234,2022,3536.07,1,65936
21235,2022,2717.39,1,136670
21236,2022,2893.18,0,72450
21238,2022,2894.3,0,26736
21239,2022,4034.72,1,14000
21240,2022,2717.39,1,31141
21241,2022,2538.64,1,12
21242,2022,3260.61,1,16854
21243,2022,3289.86,0,36801
21244,2022,1644.06,0,35006
21245,2022,3976.7,0,36408
21246,2022,5004.79,1,102868
21247,2022,4372.89,0,97016
21248,2022,3766.54,0,47869
21250,2022,4015.99,0,154000
21251,2022,4183.96,0,40933
21252,2022,4306.61,0,65265
21253,2022,3717.92,0,20000
21255,2022,2506.43,2,250
21257,2022,2795.08,0,13752
21259,2022,2704.77,0,9492
21261,2022,2880.86,0,75614
21262,2022,2526.85,0,19284
21263,2022,2869.15,0,11782
21264,2022,3138.78,0,25808
21266,2022,4473.15,4,135800
21267,2022,3726.87,0,84871
21268,2022,2727.23,1,37000
21269,2022,2197.37,4,47010
21270,2022,3764.59,0,107900
21271,2022,3103.01,0,67032
21275,2022,3567.79,0,253401
21276,2022,4276.33,2,124168
21277,2022,4245.16,0,137445
21278,2022,4185.96,0,27884
21280,2022,3433.62,0,82096
21281,2022,3796.49,1,174515
21282,2022,2785.25,0,48503
21283,2022,2063.84,1,36000
21285,2022,2081.99,2,77613
21286,2022,3558.36,0,6601
21287,2022,2261.84,2,53380
21288,2022,3669.56,1,122510
21289,2022,3124.2,0,110650
21291,2022,2579.53,0,13697
21292,2022,4168.77,1,0
21293,2022,2796.31,3,35000
21294,2022,2744.39,0,34182
21296,2022,3118.62,0,41810
21297,2022,3013.34,1,4800
21298,2022,3245.47,0,16182
21300,2022,3289.86,0,16182
21302,2022,2879.75,0,3864
21303,2022,2725.28,1,73712
21304,2022,1988.24,0,56181
21306,2022,3567.79,0,225801
21307,2022,4702.34,2,234000
21308,2022,2069.49,5,14000
21309,2022,2091.71,2,237680
21310,2022,3726.87,0,54342
21311,2022,2840.97,0,80703
21312,2022,3896.01,0,6582
21313,2022,4272.82,0,43008
21314,2022,2197.37,2,44035
21317,2022,3573.03,0,0
21320,2022,4141.11,3,270755
21321,2022,2845.87,0,10662
21322,2022,3682.52,0,28577
21323,2022,1957.1,3,164551
21325,2022,3535.44,0,35364
21327,2022,3077.03,0,17717
21328,2022,3852.4,0,40500
21329,2022,2206.64,3,543929
21330,2022,4769.59,2,46000
21331,2022,1924.95,0,19301
21333,2022,4771.62,0,71861
21334,2022,2769.44,0,95000
21335,2022,2235.25,2,137085
21336,2022,3074.14,0,37005
21338,2022,4009.16,0,53852
21339,2022,4319.61,1,120000
21340,2022,4523.63,1,190328
21341,2022,2453.59,2,162647
21342,2022,2205.92,2,104010
21343,2022,3567.79,0,103969
21344,2022,2064.2,5,26080
21345,2022,1798.48,0,26055
21346,2022,1794.49,1,90422
21348,2022,4009.16,2,121980
21349,2022,2717.39,0,66146
21350,2022,2727.23,4,18264
21351,2022,3464.11,3,2000
21357,2022,2526.85,0,37872
21358,2022,3320.62,0,40000
21359,2022,3289.86,0,18712
21360,2022,3119.67,0,76001
21362,2022,1734.28,1,122675
21363,2022,3646.37,0,2738
21364,2022,3810.2,1,25188
21365,2022,6586.64,1,30803
21366,2022,4497.22,1,102900
21367,2022,2317.27,2,51502
21369,2022,2717.39,0,68602
21371,2022,3669.56,3,39112
21372,2022,3124.2,0,57592
21373,2022,2221.93,1,27005
21376,2022,2063.64,0,95000
21378,2022,2864.32,4,40006
21380,2022,1795.65,0,103602
21381,2022,2463.78,3,31011
21382,2022,3002.72,1,33000
21383,2022,2216.21,1,214365
21384,2022,3699.7,0,47880
21385,2022,2222.47,2,101102
21386,2022,2808.12,0,14402
21387,2022,5303.37,0,15600
21388,2022,3115.82,0,10510
21389,2022,4440.99,1,92000
21391,2022,3785.22,0,59954
21392,2022,2196.39,1,61020
21394,2022,4647.51,0,55001
21395,2022,2526.85,1,218771
21396,2022,2017.36,2,65000
21399,2022,2330.6,0,98000
21403,2022,4201.34,0,110900
21407,2022,1968.96,0,88012
21409,2022,4500.17,0,1
21411,2022,2374.6,1,19505
21412,2022,2767.46,1,0
21413,2022,2216.21,4,121001
21416,2022,4296.28,0,168158
21421,2022,2975.74,0,90001
21424,2022,5579.51,6,0
21443,2022,4684.34,0,5790
21461,2022,2866.35,0,22963
21462,2022,2998.38,0,40000
21469,2022,3424.85,3,100002
21470,2022,2526.85,3,179574
21471,2022,2171.24,2,234000
21480,2022,3074.14,2,179000
21481,2022,2120.41,3,70510
21482,2022,2348.66,0,138531
21483,2022,2187.06,2,0
21484,2022,2296.83,3,220000
21486,2022,2047.37,0,91150
21487,2022,2337.76,0,54630
21490,2022,2623.52,1,1
21491,2022,2327,2,135154
21492,2022,2319.32,2,27392
21494,2022,2394.24,2,145011
21495,2022,2559.45,2,190500
21498,2022,2934.17,0,29520
21499,2022,3345.25,0,85178
21500,2022,2745.57,3,45002
21502,2022,5066.2,0,50500
21504,2022,3342.32,0,186016
21505,2022,2895.09,0,54225
21508,2022,2934.17,0,36360
21510,2022,3345.25,0,16800
21511,2022,2918.7,0,85000
21512,2022,3444.46,2,38386
21513,2022,4000.8,1,34544
21514,2022,3051.89,0,1420
21515,2022,3577.36,3,25160
21516,2022,4850.44,0,36000
21517,2022,2533.42,0,14405
21519,2022,3507.21,1,68006
21520,2022,3593.9,1,35001
21521,2022,3097.22,0,143380
21522,2022,2961.06,0,71664
21523,2022,3145.04,0,72321
21524,2022,3311.27,4,3600
21525,2022,2959.91,0,70005
21527,2022,2629.31,3,25500
21528,2022,3858.78,1,54601
21529,2022,2710.3,2,15600
21530,2022,2775.51,2,36000
21531,2022,2957.23,0,13200
21532,2022,3052.47,0,41530
21533,2022,2869.17,0,16639
21534,2022,3429.56,0,28000
21536,2022,2952.13,0,27608
21537,2022,2233.62,3,353013
21538,2022,2824.09,1,28000
21539,2022,2883.82,0,55000
21540,2022,2855.44,0,0
21541,2022,3532.61,1,70026
21542,2022,3420.85,2,26000
21543,2022,3940.92,0,85924
21544,2022,3625.64,2,18305
21545,2022,3064.93,1,73002
21546,2022,3272.59,0,14402
21547,2022,3706.34,0,9528
21549,2022,3859.45,1,9108
21550,2022,1713.86,0,175203
21551,2022,2828.14,1,147427
21552,2022,2446.27,2,60300
21553,2022,2105.04,2,100000
21554,2022,2028.22,0,105601
21555,2022,1720.96,0,120940
21556,2022,2210.23,2,44000
21557,2022,3029.22,2,184017
21558,2022,2292.98,1,23448
21559,2022,2061.42,2,163419
21560,2022,2683.07,0,10128
21561,2022,1974.14,2,168674
21562,2022,2519.84,0,17528
21563,2022,2644.71,4,98000
21564,2022,2721.56,0,115584
21565,2022,2369.92,1,85500
21566,2022,2145.84,3,34000
21567,2022,1817.98,1,113000
21568,2022,1966.91,0,18976
21569,2022,3090.46,0,77576
21570,2022,3056.25,3,58001
21571,2022,2494.7,3,8040
21572,2022,3411.79,2,11380
21573,2022,2794.73,0,15240
21574,2022,2868.79,0,13872
21575,2022,3280.26,0,11622
21576,2022,4188.85,0,105712
21577,2022,3581.83,1,19148
21578,2022,3038.78,0,33047
21579,2022,3038.78,0,28284
21580,2022,2199.99,1,155737
21583,2022,3796.99,0,29400
21585,2022,2171.26,2,0
21586,2022,3814.06,0,13914
21588,2022,2405.53,1,95155
21589,2022,2192.02,2,20716
21591,2022,3525.48,0,12396
21592,2022,1726.69,2,100240
21593,2022,1726.69,2,132236
21594,2022,3477.21,0,63039
21595,2022,2488.42,1,130009
21596,2022,3736.85,0,14854
21598,2022,3199.9,0,26557
21599,2022,3200.8,0,36095
21600,2022,3523.36,0,10320
21602,2022,3882.19,0,26364
21603,2022,4665.79,1,90002
21604,2022,4024.32,0,171050
21606,2022,3942.98,0,37920
21607,2022,3697.56,0,17652
21608,2022,4058.23,0,3803
21609,2022,3454.11,1,97383
21610,2022,3489.68,0,20000
21611,2022,3978.57,0,34736
21613,2022,1890.42,1,108000
21614,2022,3214.83,0,38948
21615,2022,2449.27,1,84220
21617,2022,3598.54,0,20309
21618,2022,3546.66,0,12114
21619,2022,3546.66,0,38010
21621,2022,2476.86,1,946462
21623,2022,2429.77,0,87106
21624,2022,4531.41,0,22776
21625,2022,3215.73,0,293073
21626,2022,2449.27,2,108014
21629,2022,3546.66,0,98536
21630,2022,3203.75,0,50010
21632,2022,3546.66,0,10596
21640,2022,1783.47,0,31281
21644,2022,1972.22,2,88495
21645,2022,2446.53,0,28182
21646,2022,2579.21,1,58866
21647,2022,2464.4,3,75561
21648,2022,1998.44,1,10320
21649,2022,3154.24,3,11565
21650,2022,2547.57,0,30768
21651,2022,2261.81,0,35602
21652,2022,3454.11,0,9506
21655,2022,4188.85,0,130005
21659,2022,2085.54,0,45266
21660,2022,2394.98,2,39941
21661,2022,3339.73,0,74806
21663,2022,2493.47,0,19954
21664,2022,3767.24,0,92520
21665,2022,3548.36,0,16202
21666,2022,3678.33,0,44601
21668,2022,2069.14,2,95520
21669,2022,3795.44,0,114329
21670,2022,4665.79,0,48058
21673,2022,3978.57,0,272394
21674,2022,3843.44,0,150000
21676,2022,5368.52,1,100000
21677,2022,2145.6,2,92262
21679,2022,3799.15,0,82964
21680,2022,2258.84,0,120980
21681,2022,2146.84,1,95100
21682,2022,3608.13,1,51557
21683,2022,2437.89,1,49920
21684,2022,4370.03,0,1649
21685,2022,3546.66,0,251816
21687,2022,3470.23,1,107398
21688,2022,3598.54,0,51733
21689,2022,2155.61,2,126748
21690,2022,3946.82,0,0
21691,2022,3548.36,0,40407
21692,2022,2244.47,2,67003
21693,2022,1823.42,3,38000
21694,2022,3272.25,0,13855
21695,2022,4027.87,1,269462
21696,2022,4252.57,1,102500
21697,2022,1969.45,0,91173
21698,2022,3272.25,0,11022
21699,2022,3272.25,0,55901
21700,2022,1761.18,1,64272
21701,2022,3825.87,0,60325
21702,2022,3546.57,0,21763
21703,2022,3821.27,0,19147
21704,2022,2167.56,3,115519
21705,2022,2148.63,2,256717
21707,2022,3517.37,0,99543
21708,2022,2449.27,2,95210
21709,2022,2104.97,4,35294
21710,2022,3795.44,1,168211
21711,2022,2035.62,3,303750
21712,2022,2219.78,0,50005
21713,2022,1875.2,2,104200
21714,2022,3795.44,1,16000
21715,2022,2470.25,1,75712
21716,2022,4273.16,0,63600
21717,2022,2223.92,0,77775
21718,2022,4074.66,0,54001
21719,2022,4082.19,0,55000
21720,2022,3396.44,0,90700
21721,2022,2035.62,2,299459
21722,2022,4253.32,0,40000
21723,2022,2313.65,2,110090
21726,2022,3489.68,0,15401
21727,2022,3747.06,1,267611
21731,2022,4489.66,0,76100
21732,2022,2171.26,2,141404
21734,2022,4994.5,0,50002
21736,2022,3816.79,0,65061
21738,2022,2347.45,2,30003
21739,2022,2449.27,2,70249
21740,2022,2235.74,3,19011
21741,2022,3979.43,0,40826
21743,2022,4332.12,0,108833
21745,2022,3147.38,2,25006
21747,2022,2292.78,2,25000
21749,2022,2648.2,2,50000
21750,2022,2103.56,0,24408
21751,2022,2676.17,3,6000
21752,2022,2045.55,2,44670
21753,2022,2292.21,3,94203
21754,2022,2091.92,4,50210
21757,2022,2795.03,3,115120
21758,2022,2144.22,2,130027
21759,2022,1996.96,1,49005
21760,2022,2337.05,3,105000
21762,2022,2341.07,1,331222
21764,2022,2335.92,2,98500
21765,2022,2159.23,3,120096
21766,2022,2386.5,2,221262
21767,2022,2231.71,9,172778
21768,2022,2425.81,1,58885
21769,2022,2929.88,3,87432
21770,2022,2530.24,3,35267
21772,2022,2823.28,0,43808
21773,2022,3461.17,1,135821
21774,2022,2516.41,0,25001
21775,2022,2235.7,0,0
21776,2022,2357.57,2,98050
21777,2022,1791.88,1,39064
21778,2022,2052.64,2,37433
21781,2022,4046.66,0,45250
21782,2022,3967.57,0,74133
21784,2022,3919.56,1,28945
21787,2022,3816.79,0,16832
21788,2022,3816.79,0,12800
21789,2022,4005.63,0,15000
21790,2022,3816.79,0,12800
21791,2022,4005.63,0,0
21792,2022,3941.37,0,10800
21793,2022,4028.69,0,14106
21794,2022,4023,0,13554
21795,2022,4055.74,0,14454
21796,2022,4028.69,0,17418
21797,2022,4263.72,0,11400
21798,2022,4074.41,0,12216
21799,2022,4050.33,0,13836
21800,2022,4102.36,0,16632
21801,2022,3682.89,0,24882
21802,2022,4571.06,0,17032
21803,2022,1818.06,2,76281
21804,2022,3214.83,0,46901
21805,2022,4055.74,0,42001
21806,2022,4571.06,0,75150
21807,2022,3776.88,0,29801
21808,2022,1761.05,1,128160
21809,2022,2171.26,2,273826
21810,2022,2415.41,0,60803
21811,2022,2287.65,4,187406
21812,2022,1628.24,0,33712
21813,2022,3215.73,0,556
21815,2022,1998.43,1,92006
21817,2022,4378.18,0,60006
21818,2022,3814.71,1,282299
21819,2022,2341.89,2,101091
21821,2022,2111.87,4,212607
21822,2022,3199.9,0,31211
21823,2022,4046.66,1,118422
21824,2022,2102.06,5,55270
21825,2022,4644.12,0,107711
21838,2022,2434.44,1,123527
21839,2022,2404.17,2,136474
21840,2022,2669.53,3,261715
21842,2022,2297.94,3,50001
21844,2022,2559.47,3,218021
21845,2022,2591.24,4,89526
21846,2022,1588.64,1,266007
21847,2022,3626.85,0,58852
21848,2022,3416.69,0,190470
21850,2022,3213.36,0,31644
21851,2022,3897.2,0,63500
21852,2022,3620.01,0,140689
21853,2022,4033.82,0,64005
21854,2022,3546.73,0,61495
21855,2022,3486.26,0,80000
21856,2022,4183.66,1,55001
21857,2022,3879.1,0,61125
21860,2022,3896.24,0,77782
21861,2022,3766.28,0,16220
21862,2022,1954.62,3,50301
21863,2022,3301.95,0,31188
21864,2022,2089.06,1,77445
21866,2022,3722.15,0,74272
21867,2022,3641.76,0,18281
21868,2022,4024.65,1,83303
21869,2022,2555.14,2,44000
21870,2022,2543.27,4,54000
21871,2022,2090.2,1,21504
21872,2022,3524.13,0,56522
21873,2022,1941.11,1,28000
21874,2022,1838.16,0,48384
21875,2022,3937.41,0,45125
21876,2022,2225,2,120024
21877,2022,2619.54,1,22246
21878,2022,2610.97,3,52000
21879,2022,2592.22,2,175222
21880,2022,2598.53,2,147201
21881,2022,1629.8,3,57810
21882,2022,2176.46,2,170022
21883,2022,2366.61,0,35641
21884,2022,4370.03,0,119323
21886,2022,2295.82,0,0
21887,2022,3633.13,1,54020
21888,2022,4592.38,0,2313
21889,2022,4531.41,1,88057
21890,2022,2148.63,1,128915
21891,2022,3038.78,0,20916
21892,2022,2012.9,1,290000
21893,2022,2190.82,1,88480
21894,2022,4592.38,0,49004
21895,2022,5012.31,1,34375
21896,2022,2136.33,1,82406
21897,2022,4263.99,0,58161
21901,2022,3343,0,5135
21902,2022,3199.9,0,30
21905,2022,3946.82,0,259337
21906,2022,1890.42,2,148804
21907,2022,3613.11,0,72227
21908,2022,3596.49,0,10091
21920,2022,2193.29,0,1000005
21921,2022,1928.15,2,252380
21922,2022,2407.1,2,136526
21923,2022,2242,2,162682
21925,2022,2301.08,0,13001
21926,2022,2726.7,0,88220
21927,2022,2276.99,2,89001
21928,2022,2559.47,3,65000
21929,2022,2591.24,3,92465
21930,2022,3094.36,1,52005
21931,2022,1984.64,0,0
21932,2022,2011.78,3,75020
21933,2022,2870.44,0,40000
21934,2022,3834.59,0,105841
21936,2022,3199.9,0,37220
21937,2022,4024.32,0,202786
21938,2022,3624.96,0,45792
21941,2022,2183.16,2,186047
21944,2022,2267.14,0,160865
21945,2022,2238.51,0,11170
21946,2022,3997.14,0,97652
21947,2022,4041.77,4,118706
21948,2022,3949.15,0,191551
21950,2022,2035.62,2,40429
21951,2022,3663.54,0,68058
21952,2022,3903.04,1,23524
21955,2022,2022.81,1,58887
21956,2022,2239.25,2,58000
21957,2022,1787.17,2,13782
21958,2022,2008.57,1,39148
21959,2022,2008.57,0,33200
21960,2022,3532.14,0,50676
21961,2022,3541.93,0,60882
21963,2022,3215.73,0,36308
21964,2022,3215.73,1,136382
21965,2022,2173.02,2,129006
21966,2022,3548.36,1,50143
21967,2022,3548.62,0,60350
21968,2022,2277.03,2,172030
21969,2022,2429.77,0,24470
21970,2022,3200.8,0,31827
21971,2022,3396.44,0,154035
21972,2022,3215.73,0,38948
21973,2022,3681.72,0,18166
21974,2022,3928.49,0,76089
21975,2022,3756.67,0,110484
21976,2022,3286.87,0,76396
21978,2022,1838.32,2,137780
21979,2022,2067.9,1,132135
21980,2022,2797.29,1,39790
21981,2022,2291.34,2,134845
21982,2022,2386.5,2,179400
21983,2022,2278.87,0,53102
21984,2022,1701.31,0,130910
21985,2022,3214.83,0,55544
21988,2022,4037.84,0,51049
21993,2022,3797.72,0,97786
21994,2022,3767.24,0,7000
21995,2022,3199.9,0,21812
21996,2022,2035.62,1,200915
21997,2022,3569.16,0,26920
21999,2022,3197.92,0,80015
22001,2022,3967.57,0,55153
22002,2022,3795.44,0,14586
22004,2022,3775.32,0,89732
22005,2022,3355.31,0,120682
22006,2022,3978.57,1,1029100
22007,2022,4052.2,0,59508
22008,2022,3997.14,0,43000
22009,2022,2183.16,2,73803
22010,2022,3608.13,0,119021
22011,2022,2984.65,0,2001
22012,2022,2751.12,0,55058
22014,2022,5078.11,0,1000
22015,2022,2102.06,4,182000
22016,2022,3199.9,0,69799
22017,2022,3461.06,0,7940
22018,2022,3797.72,0,89019
22019,2022,3608.13,0,108205
22020,2022,2306.23,3,125203
22021,2022,3825.87,0,164017
22024,2022,4616.61,0,13084
22030,2022,2261.58,2,161682
22032,2022,2709.8,0,9882
22033,2022,2869.17,0,47266
22035,2022,2462.12,1,90259
22037,2022,2978.26,0,30000
22038,2022,4412.9,0,3400
22039,2022,3018.95,2,26400
22040,2022,2703.76,2,183420
22041,2022,3298.93,3,7462
22042,2022,2587.52,0,13680
22043,2022,2351.77,3,1
22044,2022,3837.44,3,201715
22045,2022,2136.84,1,64301
22046,2022,1751.58,2,98613
22047,2022,2314.73,1,20000
22048,2022,3285.7,0,78282
22049,2022,3677.87,0,13952
22050,2022,3704.87,0,40850
22051,2022,4167.04,0,24180
22052,2022,4896.15,0,4
22053,2022,3324.36,0,51002
22054,2022,3628.53,0,35829
22055,2022,4162.47,0,18624
22056,2022,3546.73,0,33646
22057,2022,3611.68,0,42880
22058,2022,4714.64,0,40000
22059,2022,3429.28,0,75746
22060,2022,2338.08,2,133470
22061,2022,3546.73,1,30988
22062,2022,3375,0,93600
22063,2022,3761.77,0,43742
22064,2022,3286.62,0,18672
22065,2022,3603.97,0,70416
22066,2022,2673.15,3,91004
22067,2022,2099.95,3,145510
22068,2022,2026.28,2,78030
22069,2022,2241.69,2,24650
22075,2022,3286.62,0,7980
22076,2022,3286.62,0,20640
22077,2022,4897.14,0,7201
22078,2022,4150.14,0,139108
22079,2022,4387.74,0,110761
22080,2022,2877.14,0,21570
22081,2022,5394.65,0,201518
22082,2022,3286.62,0,6589
22084,2022,3134.81,0,6510
22086,2022,2099.95,2,59802
22087,2022,1836.54,0,81690
22088,2022,3779.32,0,29448
22089,2022,3134.81,0,33323
22090,2022,3636.89,0,9900
22095,2022,1977.38,0,89160
22096,2022,2661.41,2,23364
22097,2022,3054.11,2,61002
22098,2022,2536.77,4,156410
22099,2022,1962.14,3,55000
22100,2022,1778.92,1,71502
22101,2022,2013.19,1,205476
22102,2022,1642.77,2,443155
22103,2022,4768.64,0,41780
22104,2022,2231.28,3,73701
22105,2022,3643.5,0,45871
22106,2022,4152.54,0,23457
22108,2022,3285.7,0,34764
22109,2022,3626.58,0,116460
22113,2022,2241.69,3,101207
22114,2022,3643.5,0,52440
22115,2022,1941.11,2,101120
22116,2022,3554.65,0,18712
22117,2022,4383.91,0,131801
22118,2022,2441.11,0,133947
22119,2022,3547.44,0,33244
22120,2022,2915.22,0,22302
22121,2022,3626.58,0,28498
22122,2022,2561.14,0,107790
22123,2022,4107.48,1,58074
22124,2022,2079.36,1,135026
22126,2022,3487.51,1,77005
22127,2022,1764.76,1,98701
22128,2022,2213.4,2,115310
22129,2022,4156,0,181024
22130,2022,4762.51,0,125146
22135,2022,1836.98,3,129165
22137,2022,2837.57,2,31009
22138,2022,2350.89,1,76602
22139,2022,2809.8,0,74448
22140,2022,2552.33,0,68848
22141,2022,2137.79,2,37001
22142,2022,2353.45,2,86400
22146,2022,3487.51,0,72878
22147,2022,4499.36,0,10092
22148,2022,2298.53,2,18500
22149,2022,4301.16,0,236984
22151,2022,3180.63,1,26000
22152,2022,3286.62,0,98663
22153,2022,2419.13,2,40002
22154,2022,3643.5,0,98063
22156,2022,4104.31,1,117300
22157,2022,3546.73,0,18576
22158,2022,3664.92,0,107000
22159,2022,1787.14,0,186138
22160,2022,3781.63,0,96600
22161,2022,3865.48,0,158978
22162,2022,3865.48,0,118056
22163,2022,5310.56,0,48350
22164,2022,3611.68,0,40000
22166,2022,2249.56,3,50000
22167,2022,2319.4,0,43000
22168,2022,3390.75,0,26920
22169,2022,1860,1,118706
22171,2022,2061.59,1,75006
22175,2022,2769.68,0,15600
22176,2022,2680.73,3,5520
22177,2022,2556.53,2,194455
22178,2022,2238.46,2,60000
22179,2022,2050.84,2,30000
22180,2022,1793.08,0,68272
22181,2022,3445.76,0,21782
22182,2022,3523.36,0,54641
22183,2022,2359.37,1,39222
22185,2022,3530.19,0,66256
22186,2022,5480.85,1,12537
22187,2022,3144.05,0,36340
22188,2022,2383.16,2,105529
22189,2022,3546.66,1,86233
22190,2022,4634.8,0,34558
22191,2022,3530.19,0,23125
22192,2022,3928.49,0,51172
22193,2022,3214.83,0,52075
22194,2022,3624.96,0,226343
22195,2022,2035.62,4,120245
22198,2022,2197.7,0,28586
22199,2022,4489.66,0,51700
22200,2022,2210.25,1,40501
22202,2022,3581.83,0,10766
22206,2022,3038.78,0,74898
22210,2022,4665.79,0,100132
22214,2022,2551.13,1,71708
22216,2022,2063.2,2,92409
22217,2022,1752.41,1,26160
22218,2022,3240.47,0,8215
22220,2022,3293.03,0,3807
22221,2022,1656.62,0,30588
22223,2022,4488.8,0,11329
22224,2022,4816.96,0,27496
22225,2022,3220.23,0,23962
22226,2022,2811.95,0,5382
22227,2022,3760.36,1,78746
22229,2022,3084.74,0,18928
22230,2022,1431.21,0,22950
22231,2022,3103.05,0,114518
22232,2022,3235.35,1,59771
22233,2022,1949.33,0,77058
22236,2022,2335.95,3,14346
22237,2022,3099.22,1,42003
22239,2022,3333.63,0,28790
22240,2022,3571.34,0,65850
22241,2022,3571.34,0,86434
22242,2022,3982.92,0,72650
22243,2022,3910.6,3,69559
22244,2022,4872.61,1,0
22245,2022,2178.77,0,10698
22246,2022,3908.16,0,17916
22247,2022,3660.37,0,29356
22249,2022,3103.05,0,214000
22250,2022,2733.41,0,128154
22251,2022,3278.17,2,32141
22252,2022,2210.96,1,11543
22253,2022,2273.22,0,30732
22254,2022,3824.75,0,19354
22258,2022,3333.63,0,70201
22259,2022,2825.16,0,13783
22262,2022,3554.65,0,46604
22268,2022,3315.79,3,83424
22274,2022,2857.78,0,20001
22275,2022,7332.38,0,40000
22276,2022,2276.87,1,80267
22288,2022,3849.76,0,111250
22290,2022,3090.07,0,43001
22292,2022,3831.77,0,17788
22293,2022,1982.61,2,65140
22294,2022,3172.84,0,19536
22296,2022,3119.37,0,97746
22298,2022,3624.48,0,70031
22301,2022,4070.85,0,69014
22302,2022,3090.07,1,237472
22306,2022,4197.69,0,50510
22307,2022,1755.66,1,166571
22308,2022,3220.23,0,22828
22309,2022,2127.27,0,153541
22311,2022,3104.58,0,5100
22327,2022,2566.81,1,98040
22328,2022,2672.92,4,100115
22329,2022,2468.09,2,87872
22330,2022,2113.04,3,128000
22331,2022,2005.52,1,76444
22350,2022,3831.77,0,51455
22362,2022,2026.72,2,113017
22363,2022,3277.64,0,19290
22364,2022,2811.95,0,53929
22365,2022,3104.79,0,96101
22367,2022,3482.9,0,179401
22368,2022,3342.02,0,45640
22370,2022,3657.08,0,128472
22372,2022,4359.43,0,89050
22375,2022,3578.11,0,42549
22376,2022,3104.58,0,62586
22378,2022,4187.45,0,37000
22379,2022,4046.23,0,34750
22380,2022,3717.4,1,130076
22381,2022,3667.73,0,62986
22383,2022,3235.35,0,59771
22384,2022,4744.75,0,59183
22385,2022,1644.46,0,50088
22386,2022,2026.72,3,66520
22388,2022,2055.87,3,60000
22389,2022,5039.32,0,34141
22390,2022,3104.79,0,21481
22391,2022,3880.42,1,108006
22393,2022,2692.78,1,96795
22394,2022,1982.29,0,129739
22395,2022,2470.72,1,138476
22396,2022,2748.24,1,13502
22397,2022,4716.75,6,20000
22398,2022,2562.69,2,159115
22399,2022,1884.15,6,66032
22400,2022,3904.82,1,156049
22401,2022,3677.56,0,41363
22403,2022,4004.5,0,24000
22404,2022,4041.18,0,4750
22405,2022,4041.18,0,91920
22406,2022,4872.61,3,52752
22413,2022,4022.29,0,109735
22414,2022,4022.29,0,53556
22415,2022,3109.76,0,14938
22417,2022,3611.14,1,86545
22421,2022,3119.37,0,12450
22423,2022,3926.5,0,86205
22424,2022,2443.08,1,37000
22429,2022,3117.62,0,142927
22431,2022,3667.73,0,253978
22432,2022,4051.82,0,197601
22434,2022,2291.23,5,72000
22435,2022,3104.58,0,76170
22438,2022,4524.1,0,91551
22439,2022,3831.77,0,65722
22440,2022,3090.07,0,93630
22441,2022,3080.13,0,73439
22442,2022,2082.15,4,4800
22443,2022,3554.65,0,0
22444,2022,3611.14,0,13183
22445,2022,3499.26,0,20000
22450,2022,3640.2,0,70105
22451,2022,3540.58,0,50522
22454,2022,3048.89,0,41532
22455,2022,3585.54,0,24860
22456,2022,4467.83,0,63893
22460,2022,4467.83,0,60008
22461,2022,2187.71,1,183197
22462,2022,4719.73,2,177273
22463,2022,2638.39,2,74952
22464,2022,2647.7,2,113733
22465,2022,1750.51,2,187401
22466,2022,2215.08,1,266335
22467,2022,2296.92,2,20000
22468,2022,2113.3,1,45100
22469,2022,2291.23,2,116080
22471,2022,3736.17,0,204825
22472,2022,3065.74,0,3885
22473,2022,3642.61,0,30010
22474,2022,3187.74,0,28994
22475,2022,4051.82,0,25875
22476,2022,4019.96,0,40773
22477,2022,2811.95,0,23532
22478,2022,3432.51,3,65695
22479,2022,7163.64,0,164513
22480,2022,3908.16,0,128225
22481,2022,3235.35,0,17829
22482,2022,3119.37,0,18394
22484,2022,4041.18,0,12450
22486,2022,1933.06,3,87502
22487,2022,3908.16,0,34236
22489,2022,4824.44,0,63510
22491,2022,5923.1,0,20000
22492,2022,3333.63,1,272743
22493,2022,4041.18,0,28034
22494,2022,4135.28,1,62832
22495,2022,3554.65,1,33331
22496,2022,3641.5,3,89005
22501,2022,2425.21,1,82145
22502,2022,2164.67,1,161452
22503,2022,2750.64,3,105102
22504,2022,1722.07,0,140202
22506,2022,4022.29,0,17651
22507,2022,3582.54,0,62010
22508,2022,3640.2,1,145504
22510,2022,3571.34,0,215244
22511,2022,4040.83,0,35000
22512,2022,4004.5,0,15390
22514,2022,4587.22,0,52200
22516,2022,3742.78,0,55771
22517,2022,2811.95,0,52275
22518,2022,2811.95,0,69040
22519,2022,3333.63,0,98549
22520,2022,4040.83,0,39316
22521,2022,3880.42,0,80205
22522,2022,3315.79,0,87006
22523,2022,3023.24,0,35881
